name,total_citation,gen_citation,com_citation,copious_citation,self_citation,NGC,NGC(Archana),NCC,NCC(Archana),OC,OC(Archana),institute,domain,hindex,N-H-index(Archana),i10,N- i10(Archana)
A884,536,192,34,171,63,1,0.641791,1,0.936567,0.8582,0.882463," University of California, Berkeley",Computational & Synthetic Biology,13,0.433333333,17,0.566666667
A8840,221,150,53,4,11,0.3213,0.321267,1,0.760181,1,0.950226,University of Iowa,Wireless and Sensor Systems,7,0.233333333,2,0.066666667
A8841,225,146,22,6,30,0.3511,0.351111,1,0.902222,0.9067,0.866667,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,9,0.3,0,0
A8842,257,129,40,13,39,0.4981,0.498054,1,0.844358,0.8599,0.848249,University of Georgia ,Security and Privacy,12,0.4,12,0.4
A8843,284,14,191,23,3,1,0.950704,0.3275,0.327465,0.8134,0.989437,Cornell University,Wireless and Sensor Systems,12,0.4,12,0.4
A8844,373,304,36,8,24,0.185,0.184987,1,0.903485,1,0.935657,Tel Aviv University,"Computer Graphics, Vision, Animation, and Game Science",13,0.433333333,18,0.6
A8845,926,376,216,108,98,1,0.593952,1,0.766739,0.8618,0.894168,University of Rochester,Data Management and Visualization,28,0.933333333,28,0.933333333
A8846,200,1,130,47,20,1,0.995,0.35,0.35,1,0.9,Washington University in St. Louis,Computer Architecture,13,0.433333333,13,0.433333333
A8847,723,220,263,31,27,1,0.695712,0.6362,0.636238,0.7483,0.962656,University of Iowa,Artificial Intelligence,17,0.566666667,22,0.733333333
A8848,56,35,9,6,1,0.375,0.375,1,0.839286,0.9107,0.982143,Washington University in St. Louis,Data Science,3,0.1,0,0
A8849,956,696,137,104,0,0.272,0.271967,1,0.856695,1,1,Massachusetts Institute of Technology,Machine Learning,15,0.5,25,0.833333333
A885,273,209,62,1,0,0.2344,0.234432,1,0.772894,1,1,"University of California, Irvine ",Computer Architecture,8,0.266666667,2,0.066666667
A8850,346,42,149,24,58,1,0.878613,0.5694,0.569364,0.789,0.83237,Rijksuniversiteit Groningen,Ubiquitous Computing,14,0.466666667,17,0.566666667
A8851,915,280,12,187,323,1,0.693989,1,0.986885,0.8765,0.646995,The University of Chicago,Ubiquitous Computing,17,0.566666667,29,0.966666667
A8852,865,540,189,86,2,0.3757,0.375723,1,0.781503,1,0.997688," University of California, Berkeley",Data Management and Visualization,21,0.7,24,0.8
A8853,750,386,338,21,1,0.4853,0.485333,0.5493,0.549333,1,0.998667,"University of California, Berkeley",Wireless and Sensor Systems,20,0.666666667,26,0.866666667
A8854,43,0,4,35,1,1,1,1,0.906977,0.9302,0.976744,University of Massachusetts Amhers ,Wireless and Sensor Systems,4,0.133333333,3,0.1
A8855,60,25,13,10,1,1,0.583333,1,0.783333,0.8167,0.983333,University of Oxford,"Computer Graphics, Vision, Animation, and Game Science",3,0.1,1,0.033333333
A8856,729,343,307,26,14,1,0.529492,0.5789,0.578875,1,0.980796,University of New Brunswick,Machine Learning,21,0.7,21,0.7
A8857,573,565,4,3,0,0.014,0.013962,1,0.993019,1,1,University of Toronto,Computational & Synthetic Biology,12,0.4,14,0.466666667
A8858,645,339,216,83,3,0.4744,0.474419,0.6651,0.665116,1,0.995349,University Aix-Marseille,Theory of Computation,16,0.533333333,23,0.766666667
A8859,30,8,2,9,0,1,0.733333,1,0.933333,0.6333,1,Flinders University of South Australia,Molecular Information Systems,4,0.133333333,0,0
A886,957,64,340,370,36,1,0.933124,0.6447,0.644723,0.8464,0.962382,Oregon State University,Computer Architecture,27,0.9,28,0.933333333
A8860,46,43,2,0,0,0.0652,0.065217,1,0.956522,1,1,"University of California, Riverside",Systems and Networking,3,0.1,2,0.066666667
A8861,794,713,74,4,2,0.102,0.102015,1,0.906801,1,0.997481,"University of California, Irvine ",Data Science,23,0.766666667,24,0.8
A8862,784,515,256,8,2,0.3431,0.343112,0.6735,0.673469,1,0.997449,"University of California, Riverside",Artificial Intelligence,19,0.633333333,24,0.8
A8863,578,236,164,90,3,1,0.591696,0.7163,0.716263,0.8529,0.99481,Cornell University,Theory of Computation,18,0.6,21,0.7
A8864,456,246,160,6,10,0.4605,0.460526,0.6491,0.649123,0.9254,0.97807,University of New Brunswick,Computational & Synthetic Biology,10,0.333333333,9,0.3
A8865,805,332,34,192,75,1,0.587578,1,0.957764,0.7863,0.906832,Tel Aviv University,Computing for Development,17,0.566666667,24,0.8
A8866,207,77,101,9,18,1,0.628019,0.5121,0.512077,1,0.913043,Tel Aviv University,Artificial Intelligence,8,0.266666667,7,0.233333333
A8867,836,652,175,1,4,0.2201,0.220096,1,0.79067,1,0.995215,University of Arizona,Human Computer Interaction,15,0.5,16,0.533333333
A8868,987,615,186,183,0,0.3769,0.3769,1,0.81155,1,1,"University of California, Los Angeles",Natural Language Processing,16,0.533333333,28,0.933333333
A8869,523,224,112,52,0,1,0.571702,1,0.785851,0.7419,1,Aarhus University,Artificial Intelligence,17,0.566666667,17,0.566666667
A887,94,17,38,10,24,1,0.819149,0.5957,0.595745,1,0.744681,Flinders University of South Australia,"Computer Graphics, Vision, Animation, and Game Science",4,0.133333333,2,0.066666667
A8870,890,392,335,159,2,1,0.559551,0.6236,0.623596,1,0.997753,University of Notre Dame,Systems and Networking,16,0.533333333,19,0.633333333
A8871,989,697,279,0,2,0.2952,0.295248,0.7179,0.717897,1,0.997978,University of Arizona,Machine Learning,17,0.566666667,23,0.766666667
A8872,206,73,116,15,0,1,0.645631,0.4369,0.436893,1,1,Vrije Universiteit Amsterdam ,Computer Architecture,12,0.4,12,0.4
A8873,439,242,111,85,0,0.4487,0.448747,0.7472,0.747153,1,1,Washington University in St. Louis  ,Systems and Networking,18,0.6,19,0.633333333
A8874,57,29,7,13,6,0.4912,0.491228,1,0.877193,1,0.894737,Massachusetts Institute of Technology,Artificial Intelligence,3,0.1,0,0
A8875,243,109,109,3,4,1,0.55144,0.5514,0.55144,0.9259,0.983539,The George Washington University,"Computer Graphics, Vision, Animation, and Game Science",8,0.266666667,1,0.033333333
A8876,941,740,29,50,57,0.2136,0.213603,1,0.969182,1,0.939426,Massachusetts Institute of Technology,Computer Architecture,18,0.6,28,0.933333333
A8877,803,479,311,9,2,0.4035,0.403487,0.6127,0.612702,1,0.997509,Pontificia Universidad Catlica de Chile,Ubiquitous Computing,17,0.566666667,26,0.866666667
A8878,808,724,64,16,2,0.104,0.10396,1,0.920792,1,0.997525,University of Georgia ,Data Science,16,0.533333333,25,0.833333333
A8879,344,39,75,215,10,1,0.886628,1,0.781977,1,0.97093,University of Rochester,Molecular Information Systems,12,0.4,17,0.566666667
A888,491,123,190,40,131,1,0.749491,0.613,0.613035,1,0.733198,Washington University in St. Louis  ,Natural Language Processing,20,0.666666667,20,0.666666667
A8880,86,12,1,54,12,1,0.860465,1,0.988372,0.9186,0.860465,Wesleyan University,Natural Language Processing,8,0.266666667,6,0.2
A8881,240,198,2,38,1,0.175,0.175,1,0.991667,1,0.995833,University of Oxford,Artificial Intelligence,13,0.433333333,14,0.466666667
A8882,852,460,13,22,345,0.4601,0.460094,1,0.984742,1,0.59507,University of Massachusetts Amhers ,Natural Language Processing,26,0.866666667,26,0.866666667
A8883,984,384,302,72,58,1,0.609756,0.6931,0.693089,0.8293,0.941057,The George Washington University,Computational & Synthetic Biology,20,0.666666667,25,0.833333333
A8884,858,227,274,267,9,1,0.735431,0.6807,0.680653,0.9056,0.98951,Wesleyan University,"Computer Graphics, Vision, Animation, and Game Science",14,0.466666667,16,0.533333333
A8885,20,12,0,3,0,0.4,0.4,1,1,0.75,1, The University of Chicago,Systems and Networking,2,0.066666667,1,0.033333333
A8886,516,189,179,107,25,1,0.633721,0.6531,0.653101,1,0.95155,The George Washington University,"Computer Graphics, Vision, Animation, and Game Science",13,0.433333333,17,0.566666667
A8887,492,161,100,111,62,1,0.672764,1,0.796748,0.8821,0.873984,Cornell University,Systems and Networking,21,0.7,21,0.7
A8888,376,82,58,92,101,1,0.781915,1,0.845745,0.8856,0.731383,University of Rochester,Data Science,16,0.533333333,17,0.566666667
A8889,417,300,83,11,5,0.2806,0.280576,1,0.800959,1,0.98801,University of Pittsburgh  ,Programming Languages and Software Engineering,14,0.466666667,18,0.6
A889,544,538,5,0,0,0.011,0.011029,1,0.990809,1,1,University Aix-Marseille,Wireless and Sensor Systems,17,0.566666667,18,0.6
A8890,174,138,21,6,8,0.2069,0.206897,1,0.87931,1,0.954023,Massachusetts Institute of Technology,Wireless and Sensor Systems,12,0.4,12,0.4
A8891,316,206,93,10,3,0.3481,0.348101,0.7057,0.705696,1,0.990506,"University of California, Riverside",Data Science,13,0.433333333,14,0.466666667
A8892,721,441,97,31,21,0.3883,0.38835,1,0.865465,0.8183,0.970874,Aarhus University,Computing for Development,21,0.7,24,0.8
A8893,632,273,347,8,0,1,0.568038,0.4509,0.450949,1,1,"University of California, San Diego",Wireless and Sensor Systems,16,0.533333333,24,0.8
A8894,740,639,21,34,38,0.1365,0.136486,1,0.971622,1,0.948649,Pontificia Universidad Catlica de Chile,Natural Language Processing,15,0.5,25,0.833333333
A8895,873,66,747,40,11,1,0.924399,0.1443,0.14433,1,0.9874,The University of Chicago,"Computer Graphics, Vision, Animation, and Game Science",24,0.8,28,0.933333333
A8896,749,463,195,46,2,0.3818,0.381842,0.7397,0.739653,1,0.99733,Wesleyan University,Theory of Computation,23,0.766666667,26,0.866666667
A8897,565,476,42,24,3,0.1575,0.157522,1,0.925664,1,0.99469,Tel Aviv University,Programming Languages and Software Engineering,11,0.366666667,13,0.433333333
A8898,117,2,31,56,22,1,0.982906,0.735,0.735043,1,0.811966,Northwestern University,Systems and Networking,6,0.2,3,0.1
A8899,855,363,389,34,48,1,0.575439,0.545,0.545029,1,0.94386," University of California, Berkeley",Computer Architecture,20,0.666666667,28,0.933333333
A89,479,105,316,44,9,1,0.780793,0.3403,0.340292,1,0.981211,University of Iowa,Natural Language Processing,11,0.366666667,11,0.366666667
A890,31,30,0,0,0,0.0323,0.032258,1,1,1,1,University of Iowa,Data Science,4,0.133333333,0,0
A8900,141,127,9,3,1,0.0993,0.099291,1,0.93617,1,0.992908,University of Georgia ,Artificial Intelligence,8,0.266666667,3,0.1
A8901,469,158,228,2,59,1,0.663113,0.5139,0.513859,1,0.8742,The George Washington University,Data Management and Visualization,19,0.633333333,20,0.666666667
A8902,389,85,240,18,35,1,0.781491,0.383,0.383033,1,0.910026,Aarhus University,"Computer Graphics, Vision, Animation, and Game Science",13,0.433333333,16,0.533333333
A8903,356,296,25,7,4,0.1685,0.168539,1,0.929775,1,0.988764,Washington University in St. Louis  ,Computer Architecture,14,0.466666667,15,0.5
A8904,443,393,39,5,2,0.1129,0.112867,1,0.911964,1,0.995485,The University of Chicago,Data Management and Visualization,16,0.533333333,18,0.6
A8905,218,112,94,7,0,0.4862,0.486239,0.5688,0.568807,1,1, The University of Chicago,Data Management and Visualization,13,0.433333333,13,0.433333333
A8906,742,447,24,18,81,0.3976,0.397574,1,0.967655,0.7682,0.890836,University of New Brunswick,Programming Languages and Software Engineering,15,0.5,26,0.866666667
A8907,84,12,21,32,0,1,0.857143,1,0.75,0.7738,1,Vrije Universiteit Amsterdam ,Natural Language Processing,5,0.166666667,0,0
A8908,583,152,232,122,20,1,0.73928,0.6021,0.602058,0.9022,0.965695,University of Arizona,"Computer Graphics, Vision, Animation, and Game Science",18,0.6,18,0.6
A8909,394,299,44,1,21,0.2411,0.241117,1,0.888325,0.9264,0.946701,University of New Brunswick,Data Management and Visualization,10,0.333333333,8,0.266666667
A891,35,6,24,3,1,1,0.828571,0.3143,0.314286,1,0.971429,University of Iowa,Security and Privacy,3,0.1,0,0
A8910,887,50,461,186,108,1,0.94363,0.4803,0.480271,0.9076,0.878241,University Aix-Marseille,Computational & Synthetic Biology,28,0.933333333,28,0.933333333
A8911,443,306,31,21,64,0.3093,0.309255,1,0.930023,1,0.85553, The University of Chicago,Systems and Networking,15,0.5,17,0.566666667
A8912,48,25,7,8,5,0.4792,0.479167,1,0.854167,1,0.895833,Northwestern University,Data Science,5,0.166666667,2,0.066666667
A8913,100,93,1,5,0,0.07,0.07,1,0.99,1,1,Cornell University,Computational & Synthetic Biology,9,0.3,8,0.266666667
A8914,189,123,62,0,2,0.3492,0.349206,0.672,0.671958,1,0.989418,"University of California, Irvine ","Computer Graphics, Vision, Animation, and Game Science",11,0.366666667,11,0.366666667
A8915,429,174,191,19,13,1,0.594406,0.5548,0.554779,1,0.969697,University of Arizona,Data Science,16,0.533333333,16,0.533333333
A8916,894,148,511,206,11,1,0.834452,0.4284,0.428412,1,0.987696,Stanford University,Artificial Intelligence,17,0.566666667,23,0.766666667
A8917,108,62,2,21,0,0.4259,0.425926,1,0.981481,0.787,1," University of California, Berkeley",Molecular Information Systems,5,0.166666667,2,0.066666667
A8918,141,81,33,21,2,0.4255,0.425532,1,0.765957,1,0.985816,Cornell University,Programming Languages and Software Engineering,5,0.166666667,1,0.033333333
A8919,994,222,485,29,46,1,0.77666,0.5121,0.512072,0.7867,0.953722,Flinders University of South Australia,Ubiquitous Computing,19,0.633333333,27,0.9
A892,927,640,155,34,88,0.3096,0.309601,1,0.832794,1,0.90507,Wesleyan University,Human Computer Interaction,21,0.7,21,0.7
A8920,285,17,140,63,6,1,0.940351,0.5088,0.508772,0.793,0.978947,University of Pittsburgh  ,Molecular Information Systems,10,0.333333333,6,0.2
A8921,296,10,24,160,74,1,0.966216,1,0.918919,0.9054,0.75," University of California, Berkeley",Computing for Development,15,0.5,15,0.5
A8922,602,229,326,33,8,1,0.619601,0.4585,0.458472,1,0.986711,University of Massachusetts Amhers ,Wireless and Sensor Systems,13,0.433333333,13,0.433333333
A8923,859,374,378,12,78,1,0.56461,0.56,0.559953,1,0.909197,"University of California, Berkeley",Human Computer Interaction,17,0.566666667,23,0.766666667
A8924,680,12,359,161,105,1,0.982353,0.4721,0.472059,1,0.845588,Stanford University,Computational & Synthetic Biology,21,0.7,22,0.733333333
A8925,513,10,317,44,100,1,0.980507,0.3821,0.382066,0.9181,0.805068,Washington University in St. Louis,Programming Languages and Software Engineering,15,0.5,20,0.666666667
A8926,483,439,29,4,9,0.0911,0.091097,1,0.939959,1,0.981366,University of Georgia ,Systems and Networking,12,0.4,17,0.566666667
A8927,182,83,73,21,4,1,0.543956,0.5989,0.598901,1,0.978022,The University of Chicago,Programming Languages and Software Engineering,8,0.266666667,1,0.033333333
A8928,704,542,26,72,57,0.2301,0.230114,1,0.963068,1,0.919034,University of Oxford,Programming Languages and Software Engineering,15,0.5,24,0.8
A8929,342,327,7,3,4,0.0439,0.04386,1,0.979532,1,0.988304,The George Washington University,Computing for Development,17,0.566666667,17,0.566666667
A893,676,73,382,92,110,1,0.892012,0.4349,0.434911,1,0.837278,Flinders University of South Australia,Artificial Intelligence,22,0.733333333,25,0.833333333
A8930,949,292,88,4,208,1,0.692308,1,0.907271,0.6238,0.780822,"University of California, Irvine ",Molecular Information Systems,19,0.633333333,26,0.866666667
A8931,370,39,91,38,133,1,0.894595,1,0.754054,0.8135,0.640541,University of Massachusetts Amhers ,Data Management and Visualization,14,0.466666667,15,0.5
A8932,860,486,173,105,57,0.4349,0.434884,1,0.798837,1,0.933721,"University of California, Berkeley",Natural Language Processing,14,0.466666667,18,0.6
A8933,105,10,33,2,0,1,0.904762,0.6857,0.685714,0.4286,1,Vrije Universiteit Amsterdam ,Wireless and Sensor Systems,7,0.233333333,1,0.033333333
A8934,221,59,10,3,19,1,0.733032,1,0.954751,0.4118,0.914027,University of Georgia ,Human Computer Interaction,11,0.366666667,11,0.366666667
A8935,928,662,171,36,31,0.2866,0.286638,1,0.815733,1,0.966595,Tel Aviv University,Wireless and Sensor Systems,29,0.966666667,29,0.966666667
A8936,144,61,73,7,0,1,0.576389,0.4931,0.493056,1,1," University of California, Berkeley",Wireless and Sensor Systems,7,0.233333333,6,0.2
A8937,923,422,264,175,59,1,0.542795,0.714,0.713976,1,0.936078,University of Georgia ,Computing for Development,15,0.5,28,0.933333333
A8938,595,529,26,9,19,0.1109,0.110924,1,0.956303,1,0.968067,University of Auckland,Computer Architecture,16,0.533333333,22,0.733333333
A8939,972,888,82,0,1,0.0864,0.08642,1,0.915638,1,0.998971,University of Rochester,Molecular Information Systems,25,0.833333333,29,0.966666667
A894,6,5,0,0,0,0.1667,0.166667,1,1,0.8333,1,Pontificia Universidad Catlica de Chile,Computer Architecture,1,0.033333333,0,0
A8940,766,413,84,100,102,0.4608,0.460836,1,0.890339,0.9125,0.866841,University of Notre Dame,Security and Privacy,19,0.633333333,20,0.666666667
A8941,327,75,62,103,55,1,0.770642,1,0.810398,0.9021,0.831804,The George Washington University,Theory of Computation,11,0.366666667,16,0.533333333
A8942,516,366,57,64,27,0.2907,0.290698,1,0.889535,1,0.947674,University of Iowa,Data Management and Visualization,15,0.5,20,0.666666667
A8943,832,209,340,209,58,1,0.748798,0.5913,0.591346,1,0.930288,Rijksuniversiteit Groningen,Computing for Development,27,0.9,27,0.9
A8944,868,764,67,15,17,0.1198,0.119816,1,0.922811,1,0.980415,"University of California, Irvine ",Computer Architecture,16,0.533333333,27,0.9
A8945,895,342,549,2,1,1,0.617877,0.3866,0.386592,1,0.998883,Stanford University,Theory of Computation,22,0.733333333,24,0.8
A8946,707,220,327,52,87,1,0.688826,0.5375,0.537482,1,0.876945,"University of California, Berkeley  ",Machine Learning,23,0.766666667,25,0.833333333
A8947,901,84,152,182,460,1,0.90677,1,0.831299,1,0.489456,University of Arizona,Ubiquitous Computing,15,0.5,15,0.5
A8948,877,576,227,26,46,0.3432,0.343216,0.7412,0.741163,1,0.947548,Washington University in St. Louis,"Computer Graphics, Vision, Animation, and Game Science",17,0.566666667,21,0.7
A8949,427,191,25,125,12,1,0.552693,1,0.941452,0.8267,0.971897, The University of Chicago,Computing for Development,12,0.4,14,0.466666667
A895,739,52,11,142,509,1,0.929635,1,0.985115,1,0.311231,Stanford University,Data Management and Visualization,13,0.433333333,18,0.6
A8950,133,126,2,2,2,0.0526,0.052632,1,0.984962,1,0.984962,Tel Aviv University,Human Computer Interaction,7,0.233333333,3,0.1
A8951,183,23,87,62,10,1,0.874317,0.5246,0.52459,1,0.945355,Wesleyan University,Data Science,10,0.333333333,3,0.1
A8952,493,1,489,0,0,1,0.997972,0.0081,0.008114,1,1,Pontificia Universidad Catlica de Chile,Machine Learning,21,0.7,21,0.7
A8953,783,324,227,181,41,1,0.586207,0.7101,0.710089,1,0.947637,Stanford University,Natural Language Processing,13,0.433333333,14,0.466666667
A8954,170,129,20,1,15,0.2412,0.241176,1,0.882353,1,0.911765,Washington University in St. Louis,"Computer Graphics, Vision, Animation, and Game Science",12,0.4,12,0.4
A8955,721,132,494,39,16,1,0.816921,0.3148,0.31484,1,0.977809, The University of Chicago,Molecular Information Systems,13,0.433333333,18,0.6
A8956,288,232,36,13,1,0.1944,0.194444,1,0.875,1,0.996528,Massachusetts Institute of Technology,Molecular Information Systems,11,0.366666667,14,0.466666667
A8957,335,44,161,39,10,1,0.868657,0.5194,0.519403,0.7582,0.970149,Oregon State University,"Computer Graphics, Vision, Animation, and Game Science",17,0.566666667,17,0.566666667
A8958,55,2,23,19,4,1,0.963636,0.5818,0.581818,0.8727,0.927273,"University of California, Riverside",Artificial Intelligence,6,0.2,2,0.066666667
A8959,234,175,2,49,5,0.2521,0.252137,1,0.991453,1,0.978632,University of Auckland,Machine Learning,14,0.466666667,14,0.466666667
A896,971,579,105,70,72,0.4037,0.403708,1,0.891864,0.8507,0.92585,The George Washington University,Natural Language Processing,23,0.766666667,24,0.8
A8960,949,619,159,132,14,0.3477,0.347734,1,0.832455,1,0.985248,University of New Brunswick,"Computer Graphics, Vision, Animation, and Game Science",25,0.833333333,27,0.9
A8961,318,51,177,67,21,1,0.839623,0.4434,0.443396,1,0.933962,The University of Chicago,Human Computer Interaction,14,0.466666667,16,0.533333333
A8962,645,74,489,52,13,1,0.885271,0.2419,0.24186,1,0.979845,Aarhus University,Programming Languages and Software Engineering,21,0.7,24,0.8
A8963,414,76,188,119,7,1,0.816425,0.5459,0.545894,1,0.983092,Massachusetts Institute of Technology ,Systems and Networking,19,0.633333333,19,0.633333333
A8964,430,95,55,207,42,1,0.77907,1,0.872093,0.9279,0.902326,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,12,0.4,17,0.566666667
A8965,935,262,27,206,242,1,0.719786,1,0.971123,0.7882,0.741176,Vrije Universiteit Amsterdam ,Human Computer Interaction,20,0.666666667,28,0.933333333
A8966,533,106,333,76,11,1,0.801126,0.3752,0.375235,1,0.979362,"University of California, Irvine ",Molecular Information Systems,16,0.533333333,17,0.566666667
A8967,963,579,10,123,68,0.3988,0.398754,1,0.989616,0.81,0.929387,The George Washington University,Computing for Development,17,0.566666667,26,0.866666667
A8968,760,211,379,57,94,1,0.722368,0.5013,0.501316,1,0.876316,Washington University in St. Louis,Computer Architecture,23,0.766666667,25,0.833333333
A8969,300,127,61,21,44,1,0.576667,1,0.796667,0.8433,0.853333,Cornell University,Molecular Information Systems,9,0.3,6,0.2
A897,978,260,292,87,89,1,0.734151,0.7014,0.701431,0.7444,0.908998,Northwestern University,Molecular Information Systems,29,0.966666667,30,1
A8970,493,87,227,104,20,1,0.823529,0.5396,0.539554,0.8884,0.959432,"University of California, Berkeley",Computing for Development,15,0.5,16,0.533333333
A8971,107,43,12,22,20,1,0.598131,1,0.88785,0.9065,0.813084,Tel Aviv University,Computing for Development,7,0.233333333,6,0.2
A8972,604,229,149,125,54,1,0.620861,0.7533,0.753311,0.9222,0.910596,University of Iowa,Computational & Synthetic Biology,12,0.4,18,0.6
A8973,641,172,200,261,6,1,0.731669,0.688,0.687988,1,0.99064,University Aix-Marseille,Systems and Networking,22,0.733333333,23,0.766666667
A8974,131,52,53,6,13,1,0.603053,0.5954,0.59542,1,0.900763,University Aix-Marseille,Human Computer Interaction,9,0.3,1,0.033333333
A8975,487,470,6,7,2,0.0349,0.034908,1,0.98768,1,0.995893,Wesleyan University,Programming Languages and Software Engineering,15,0.5,18,0.6
A8976,788,208,375,155,30,1,0.736041,0.5241,0.524112,1,0.961929,Flinders University of South Australia,Wireless and Sensor Systems,25,0.833333333,26,0.866666667
A8977,337,290,35,4,1,0.1395,0.139466,1,0.896142,1,0.997033,"University of California, Los Angeles",Computer Architecture,13,0.433333333,13,0.433333333
A8978,840,206,361,149,1,1,0.754762,0.5702,0.570238,0.8536,0.99881,Tel Aviv University,Natural Language Processing,22,0.733333333,23,0.766666667
A8979,327,51,130,53,78,1,0.844037,0.6024,0.602446,1,0.761468,"University of California, Berkeley",Computing for Development,17,0.566666667,17,0.566666667
A898,478,29,34,381,1,1,0.939331,1,0.92887,1,0.997908,Massachusetts Institute of Technology,Ubiquitous Computing,17,0.566666667,17,0.566666667
A8980,969,451,137,312,55,1,0.534572,1,0.858617,1,0.94324,Wesleyan University,Programming Languages and Software Engineering,29,0.966666667,29,0.966666667
A8981,727,396,76,65,126,0.4553,0.455296,1,0.895461,0.912,0.826685,"University of California, San Diego",Computing for Development,19,0.633333333,21,0.7
A8982,470,90,339,28,12,1,0.808511,0.2787,0.278723,1,0.974468,University of Toronto,Data Science,12,0.4,12,0.4
A8983,685,320,13,156,12,1,0.532847,1,0.981022,0.7314,0.982482,University of Oxford,Molecular Information Systems,23,0.766666667,24,0.8
A8984,143,114,25,2,1,0.2028,0.202797,1,0.825175,1,0.993007,Northwestern University,Natural Language Processing,6,0.2,1,0.033333333
A8985,936,789,14,46,51,0.1571,0.157051,1,0.985043,1,0.945513,Pontificia Universidad Catlica de Chile,Ubiquitous Computing,23,0.766666667,29,0.966666667
A8986,280,200,18,14,39,0.2857,0.285714,1,0.935714,1,0.860714,University of Auckland,Security and Privacy,10,0.333333333,9,0.3
A8987,259,130,87,37,4,0.4981,0.498069,0.6641,0.664093,1,0.984556,University of New Brunswick,Natural Language Processing,9,0.3,0,0
A8988,333,198,131,0,3,0.4054,0.405405,0.6066,0.606607,1,0.990991,Tel Aviv University,Computer Architecture,15,0.5,15,0.5
A8989,845,463,69,84,63,0.4521,0.452071,1,0.918343,0.8036,0.925444,Flinders University of South Australia,Data Science,16,0.533333333,25,0.833333333
A899,454,238,121,15,8,0.4758,0.475771,0.7335,0.73348,0.8414,0.982379,University of Georgia ,Programming Languages and Software Engineering,13,0.433333333,17,0.566666667
A8990,684,196,263,42,142,1,0.71345,0.6155,0.615497,1,0.792398,Indiana University,Data Science,23,0.766666667,25,0.833333333
A8991,886,528,127,88,117,0.4041,0.404063,1,0.856659,1,0.867946,University of Notre Dame,Computing for Development,23,0.766666667,24,0.8
A8992,515,425,56,9,21,0.1748,0.174757,1,0.891262,1,0.959223,University of Washington,Machine Learning,18,0.6,18,0.6
A8993,752,28,253,292,81,1,0.962766,0.6636,0.663564,0.8697,0.892287,Washington University in St. Louis  ,Artificial Intelligence,21,0.7,26,0.866666667
A8994,13,3,2,7,0,1,0.769231,1,0.846154,0.9231,1,The George Washington University,Data Management and Visualization,2,0.066666667,1,0.033333333
A8995,649,546,36,61,1,0.1587,0.158706,1,0.94453,1,0.998459,Tel Aviv University,Systems and Networking,17,0.566666667,20,0.666666667
A8996,24,15,8,0,0,0.375,0.375,0.6667,0.666667,1,1,University of Arizona,Data Management and Visualization,2,0.066666667,1,0.033333333
A8997,405,176,99,32,57,1,0.565432,1,0.755556,0.8988,0.859259,University of Notre Dame,Data Management and Visualization,14,0.466666667,16,0.533333333
A8998,766,197,420,21,66,1,0.74282,0.4517,0.451697,0.9191,0.913838,University of Washington,Systems and Networking,26,0.866666667,26,0.866666667
A8999,715,105,304,290,3,1,0.853147,0.5748,0.574825,1,0.995804,University of Rochester,Data Science,25,0.833333333,25,0.833333333
A9,362,311,26,6,13,0.1409,0.140884,1,0.928177,1,0.964088,University of Pittsburgh  ,Human Computer Interaction,15,0.5,16,0.533333333
A90,398,187,142,50,2,1,0.530151,0.6432,0.643216,1,0.994975,University of Toronto,Wireless and Sensor Systems,9,0.3,1,0.033333333
A900,501,262,136,16,61,0.477,0.477046,0.7285,0.728543,1,0.878244, The University of Chicago,Computing for Development,17,0.566666667,20,0.666666667
A9000,773,656,6,25,62,0.1514,0.151358,1,0.992238,1,0.919793,Vrije Universiteit Amsterdam ,Programming Languages and Software Engineering,26,0.866666667,26,0.866666667
A9001,87,44,12,25,2,0.4943,0.494253,1,0.862069,1,0.977011,University of Washington,Programming Languages and Software Engineering,7,0.233333333,4,0.133333333
A9002,683,442,212,27,0,0.3529,0.352855,0.6896,0.689605,1,1,Washington University in St. Louis,Computing for Development,13,0.433333333,25,0.833333333
A9003,458,327,63,38,8,0.286,0.286026,1,0.862445,1,0.982533,University of Auckland,Machine Learning,10,0.333333333,4,0.133333333
A9004,71,7,17,31,0,1,0.901408,0.7606,0.760563,0.7746,1,Washington University in St. Louis,Computing for Development,4,0.133333333,3,0.1
A9005,310,59,163,8,77,1,0.809677,0.4742,0.474194,1,0.751613,Flinders University of South Australia,Artificial Intelligence,12,0.4,13,0.433333333
A9006,106,90,5,6,2,0.1509,0.150943,1,0.95283,1,0.981132,"University of California, Irvine ",Programming Languages and Software Engineering,7,0.233333333,4,0.133333333
A9007,44,37,5,0,0,0.1591,0.159091,1,0.886364,1,1,Washington University in St. Louis,Machine Learning,5,0.166666667,1,0.033333333
A9008,254,6,214,12,13,1,0.976378,0.1575,0.15748,1,0.948819,Washington University in St. Louis  ,Computational & Synthetic Biology,12,0.4,14,0.466666667
A9009,719,13,637,16,12,1,0.981919,0.114,0.114047,1,0.98331,Washington University in St. Louis  ,"Computer Graphics, Vision, Animation, and Game Science",16,0.533333333,16,0.533333333
A901,117,13,49,29,10,1,0.888889,0.5812,0.581197,0.8632,0.91453,University of Auckland,Data Science,6,0.2,0,0
